x,y,date,city,country,venue,tour,year
-156.469999,20.894698,1996-10-17 00:00:00+00,Maui,USA,Maui Cultural Center,1996 US/Japan/Hong Kong/Australia Tour,1996
-156.469999,20.894698,1996-10-18 00:00:00+00,Maui,USA,Maui Cultural Center,1996 US/Japan/Hong Kong/Australia Tour,1996
-93.619899,42.034698,1995-10-17 00:00:00+00,Ames,USA,Hunky Dory's,1995 Fall USA/Canada Tour,1995
-93.609098,41.600495,1998-11-16 00:00:00+00,Des Moines,USA,Safari Club,1998 Fall Mid-West USA Tour,1998
-93.609098,41.600495,1993-05-22 00:00:00+00,Des Moines,USA,Hairy Mary's,1993 Spring USA Tour,1993
-91.530198,41.661095,1993-08-29 00:00:00+00,Iowa City,USA,I.M.U. Lounge / University of Iowa,1993 Fall USA/Canda Tour,1993
-116.203501,43.613497,1995-10-25 00:00:00+00,Boise,USA,Bogie's,1995 Fall USA/Canada Tour,1995
-116.203501,43.613497,1993-05-15 00:00:00+00,Boise,USA,Boise State University Jordan Ballroom,1993 Spring USA Tour,1993
-89.216799,37.727297,1993-08-24 00:00:00+00,Carbondale,USA,Southern Illinois University,1993 Fall USA/Canda Tour,1993
-88.243399,40.116399,1991-06-06 00:00:00+00,Champaign,USA,Lancer Hall YMCA,1991 Spring USA Tour,1991
-88.243399,40.116399,1989-06-07 00:00:00+00,Champaign,USA,Lancer Hall YMCA,1989 Spring USA Tour,1989
-87.650099,41.849996,1989-06-10 00:00:00+00,Chicago,USA,Club Dreamerz,1989 Spring USA Tour,1989
-87.650099,41.849996,1991-08-08 00:00:00+00,Chicago,USA,Vic Theater,1991 Summer/Fall USA/Canada Tour,1991
-87.650099,41.849996,1993-05-28 00:00:00+00,Chicago,USA,Oak Theater,1993 Spring USA Tour,1993
-87.650099,41.849996,2001-06-24 00:00:00+00,Chicago,USA,Congress Theater,2001 Summer Mid-West/Canada Tour,2001
-87.650099,41.849996,1993-05-29 00:00:00+00,Chicago,USA,Oak Theater,1993 Spring USA Tour,1993
-87.650099,41.849996,2001-06-23 00:00:00+00,Chicago,USA,Congress Theater,2001 Summer Mid-West/Canada Tour,2001
-87.650099,41.849996,1998-05-08 00:00:00+00,Chicago,USA,Congress Theater,1998 Spring USA Tour,1998
-87.650099,41.849996,1993-09-03 00:00:00+00,Chicago,USA,Aragon Ballroom,1993 Fall USA/Canda Tour,1993
-87.650099,41.849996,1988-05-08 00:00:00+00,Chicago,USA,Club Dreamerz,1988 Spring USA Tour,1988
-87.650099,41.849996,1995-10-10 00:00:00+00,Chicago,USA,Rainbo Roller Rink,1995 Fall USA/Canada Tour,1995
-87.650099,41.849996,1990-06-14 00:00:00+00,Chicago,USA,Medusa,1990 Spring/Summer USA Tour,1990
-87.650099,41.849996,1998-05-07 00:00:00+00,Chicago,USA,Congress Theater,1998 Spring USA Tour,1998
-88.9906,40.514197,1993-09-01 00:00:00+00,Normal,USA,Illinois State University Student Center Ballroom,1993 Fall USA/Canda Tour,1993
-89.588998,40.693696,1995-10-09 00:00:00+00,Peoria,USA,Expo Gardens,1995 Fall USA/Canada Tour,1995
-89.093998,42.271097,1989-06-08 00:00:00+00,Rockford,USA,VFW Hall,1989 Spring USA Tour,1989
-85.759997,38.296698,1988-05-07 00:00:00+00,Clarksville,USA,Sports Complex,1988 Spring USA Tour,1988
-86.158001,39.768398,2001-04-20 00:00:00+00,Indianapolis,USA,Knights of Columbus Hall,2001 Spring Western USA Tour,2001
-86.158001,39.768398,1993-05-30 00:00:00+00,Indianapolis,USA,City Lights,1993 Spring USA Tour,1993
-86.158001,39.768398,1995-10-06 00:00:00+00,Indianapolis,USA,Eastwood Entertainment Center,1995 Fall USA/Canada Tour,1995
-86.158001,39.768398,1991-06-07 00:00:00+00,Indianapolis,USA,Ritz Music Hall,1991 Spring USA Tour,1991
-94.6275,39.114198,1993-08-28 00:00:00+00,Kansas City,USA,Memorial Hall,1993 Fall USA/Canda Tour,1993
-95.235297,38.971696,1990-06-11 00:00:00+00,Lawrence,USA,Outhouse,1990 Spring/Summer USA Tour,1990
-95.235297,38.971696,1989-06-04 00:00:00+00,Lawrence,USA,Outhouse,1989 Spring USA Tour,1989
-95.235297,38.971696,1991-05-31 00:00:00+00,Lawrence,USA,University of Kansas Ballroom,1991 Spring USA Tour,1991
-94.819099,38.881398,1998-11-18 00:00:00+00,Olathe,USA,Gee Coffee,1998 Fall Mid-West USA Tour,1998
-84.4777,37.988697,1991-06-09 00:00:00+00,Lexington,USA,Wrocklage,1991 Spring USA Tour,1991
-85.759401,38.254197,1998-11-27 00:00:00+00,Louisville,USA,Highland Hall,1998 Fall Mid-West USA Tour,1998
-85.759401,38.254197,1995-10-07 00:00:00+00,Louisville,USA,Brewery,1995 Fall USA/Canada Tour,1995
-85.759401,38.254197,2002-04-04 00:00:00+00,Louisville,USA,Spectrum Cultural Center,2002 Spring Southern USA/Texas Tour,2002
-85.759401,38.254197,1990-06-26 00:00:00+00,Louisville,USA,Kentucky Theater,1990 Spring/Summer USA Tour,1990
-85.759401,38.254197,1991-06-08 00:00:00+00,Louisville,USA,Tewligans,1991 Spring USA Tour,1991
-92.0198,30.2241,1989-05-09 00:00:00+00,Lafayette,USA,Haricots BBQ,1989 Spring USA Tour,1989
-92.0198,30.2241,1996-04-07 00:00:00+00,Lafayette,USA,Heymann Performance Arts Center,1996 Southern USA Tour,1996
-90.075097,29.954696,2002-03-27 00:00:00+00,New Orleans,USA,Tipitina's,2002 Spring Southern USA/Texas Tour,2002
-90.075097,29.954696,1990-03-21 00:00:00+00,New Orleans,USA,Storyville,1990 Spring Southern USA Tour,1990
-90.075097,29.954696,1996-04-05 00:00:00+00,New Orleans,USA,Tipitina's,1996 Southern USA Tour,1996
-90.075097,29.954696,1993-04-09 00:00:00+00,New Orleans,USA,New Orleans Music Hall,1993 Spring USA Tour,1993
-72.505096,42.3404,1991-03-09 00:00:00+00,Amherst,USA,University of Massachusetts,1991 Winter/Spring East Coast USA Tour,1991
-71.0598,42.358397,1991-03-17 00:00:00+00,Boston,USA,Channel,1991 Winter/Spring East Coast USA Tour,1991
-71.0598,42.358397,1990-04-20 00:00:00+00,Boston,USA,Mass Art Gymnasium,1990 Spring NE USA Tour,1990
-71.0598,42.358397,2002-04-20 00:00:00+00,Boston,USA,Mass Art Gymnasium,2002 Spring East Coast Tour,2002
-71.0598,42.358397,2002-04-19 00:00:00+00,Boston,USA,Mass Art Gymnasium,2002 Spring East Coast Tour,2002
-71.0598,42.358397,1988-04-16 00:00:00+00,Boston,USA,Green Street Station,1988 Spring USA Tour,1988
-71.1056,42.375099,1989-10-06 00:00:00+00,Cambridge,USA,First Congregational Church,1989 Canada/NE Tour,1989
-71.682897,42.416798,1997-05-05 00:00:00+00,Clinton,USA,St. John's Gym,1997 East Coast USA Tour,1997
-71.802297,42.5834,1993-09-17 00:00:00+00,Fitchburg,USA,Wallace Civic Center,1993 Fall USA/Canda Tour,1993
-72.616198,42.204298,2002-04-18 00:00:00+00,Holyoke,USA,Holyoke War Memorial,2002 Spring East Coast Tour,2002
-72.641199,42.325096,1990-04-14 00:00:00+00,Northampton,USA,Pearl Street Ballroom,1990 Spring NE USA Tour,1990
-72.641199,42.325096,1995-09-22 00:00:00+00,Northampton,USA,Pearl Street Ballroom,1995 Fall USA/Canada Tour,1995
-71.802297,42.262596,1991-03-16 00:00:00+00,Worcester,USA,WAG,1991 Winter/Spring East Coast USA Tour,1991
-71.802297,42.262596,1992-04-11 00:00:00+00,Worcester,USA,Heart of the Commonwealth Theater,1992 Spring East Coast Tour,1992
-76.4922,38.978499,1988-02-06 00:00:00+00,Annapolis,USA,Unitarian Church,1988 Winter/Spring Regional Dates,1988
-76.612201,39.290398,1995-03-02 00:00:00+00,Baltimore,USA,University of Maryland Baltimore,1995 Spring Regional Dates,1995
-76.612201,39.290398,1998-05-12 00:00:00+00,Baltimore,USA,Teamsters Hall,1998 Spring USA Tour,1998
-76.612201,39.290398,1990-02-11 00:00:00+00,Baltimore,USA,Studio 10,1990 Winter/Spring Regional Dates,1990
-76.612201,39.290398,1997-04-29 00:00:00+00,Baltimore,USA,University of Maryland Baltimore,1997 Spring Regional Dates,1997
-76.612201,39.290398,1992-10-25 00:00:00+00,Baltimore,USA,Steelworkers Hall,1992 Summer/Fall Regional Dates,1992
-77.100296,38.980699,1987-12-02 00:00:00+00,Bethesda,USA,BCC High School,1987 Fall/Winter Regional Dates,1987
-76.936899,38.980699,1993-04-02 00:00:00+00,College Park,USA,University of Maryland Ritchie Coliseum,1993 Spring USA Tour,1993
-76.839399,39.240396,1990-04-27 00:00:00+00,Columbia,USA,Atholton High School Gym,1990 Spring Regional Dates,1990
-77.410498,39.414298,1987-11-25 00:00:00+00,Frederick,USA,Weinberg Center,1987 Fall/Winter Regional Dates,1987
-77.410498,39.414298,1990-02-16 00:00:00+00,Frederick,USA,Weinberg Center,1990 Winter/Spring Regional Dates,1990
-77.410498,39.414298,1989-01-13 00:00:00+00,Frederick,USA,Weinberg Center,1989 Winter/Spring Regional Dates,1989
-77.72,39.641796,1998-05-01 00:00:00+00,Hagerstown,USA,180 Club,1998 Spring USA Tour,1998
-76.6358,38.291195,1988-07-02 00:00:00+00,Leonardtown,USA,St. Mary's County Fairgrounds Auditorium,1988 Summer/Fall Regional Dates,1988
-79.792,36.072598,1993-02-20 00:00:00+00,Greensboro,USA,Trim Shop,1993 Winter Southern USA Tour,1993
-77.1528,39.083998,1988-04-09 00:00:00+00,Rockville,USA,Montgomery College Fine Arts Building,1988 Winter/Spring Regional Dates,1988
-76.545201,39.070397,2001-06-21 00:00:00+00,Severna Park,USA,Columbian Center,2001 Spring/Summer Regional Dates,2001
-77.0261,38.990697,1994-11-20 00:00:00+00,Silver Spring,USA,Long Branch Community Center,1994 Fall/Winter Regional Dates,1994
-70.255296,43.661497,1995-04-08 00:00:00+00,Portland,USA,"Sullivan Gym, U. of S. Maine",1995 USA East Coast Tour,1995
-70.255296,43.661497,1991-03-15 00:00:00+00,Portland,USA,Zootz,1991 Winter/Spring East Coast USA Tour,1991
-70.255296,43.661497,1993-09-14 00:00:00+00,Portland,USA,58 Fore St.,1993 Fall USA/Canda Tour,1993
-70.255296,43.661497,1992-04-12 00:00:00+00,Portland,USA,Father Hayes Gym Bar,1992 Spring East Coast Tour,1992
-70.255296,43.661497,1998-07-26 00:00:00+00,Portland,USA,Asylum,1998 Summer Canada/USA Tour,1998
-83.7409,42.277599,1990-06-23 00:00:00+00,Ann Arbor,USA,University of Michigan Ballrooom,1990 Spring/Summer USA Tour,1990
-83.045798,42.331402,1998-05-09 00:00:00+00,Detroit,USA,State Theater,1998 Spring USA Tour,1998
-83.045798,42.331402,1990-06-22 00:00:00+00,Detroit,USA,St. Dominick's Church,1990 Spring/Summer USA Tour,1990
-83.045798,42.331402,1991-08-05 00:00:00+00,Detroit,USA,Majestic Theater,1991 Summer/Fall USA/Canada Tour,1991
-83.045798,42.331402,1995-10-01 00:00:00+00,Detroit,USA,State Theater,1995 Fall USA/Canada Tour,1995
-84.483896,42.736997,1988-01-20 00:00:00+00,East Lansing,USA,Matt Kellys Basement,1988 Winter Michigan Dates,1988
-83.6875,43.012499,1988-01-21 00:00:00+00,Flint,USA,"Fallout Shelter, Capitol Theatre",1988 Winter Michigan Dates,1988
-83.6875,43.012499,1990-06-21 00:00:00+00,Flint,USA,Capitol Theater,1990 Spring/Summer USA Tour,1990
-85.587197,42.291697,1991-08-06 00:00:00+00,Kalamazoo,USA,State Theater,1991 Summer/Fall USA/Canada Tour,1991
-85.587197,42.291697,1990-06-24 00:00:00+00,Kalamazoo,USA,Club Soda,1990 Spring/Summer USA Tour,1990
-83.291101,42.638901,1993-09-04 00:00:00+00,Pontiac,USA,Phoenix Plaza Ampitheater,1993 Fall USA/Canda Tour,1993
-83.612998,42.241197,1988-01-22 00:00:00+00,Ypsilanti,USA,Eastern Michigan University,1988 Winter Michigan Dates,1988
-93.2638,44.979999,1995-10-15 00:00:00+00,Minneapolis,USA,First Avenue,1995 Fall USA/Canada Tour,1995
-93.2638,44.979999,1993-05-24 00:00:00+00,Minneapolis,USA,First Avenue,1993 Spring USA Tour,1993
-93.2638,44.979999,1995-10-14 00:00:00+00,Minneapolis,USA,First Avenue,1995 Fall USA/Canada Tour,1995
-93.2638,44.979999,1989-06-11 00:00:00+00,Minneapolis,USA,7th Street Entry,1989 Spring USA Tour,1989
-93.2638,44.979999,1993-05-25 00:00:00+00,Minneapolis,USA,First Avenue,1993 Spring USA Tour,1993
-93.2638,44.979999,1993-05-23 00:00:00+00,Minneapolis,USA,First Avenue,1993 Spring USA Tour,1993
-93.2638,44.979999,1990-06-16 00:00:00+00,Minneapolis,USA,Avalon Theater,1990 Spring/Summer USA Tour,1990
-93.2638,44.979999,1991-08-12 00:00:00+00,Minneapolis,USA,First Avenue,1991 Summer/Fall USA/Canada Tour,1991
-93.2638,44.979999,1998-11-15 00:00:00+00,Minneapolis,USA,First Avenue,1998 Fall Mid-West USA Tour,1998
-93.2638,44.979999,2001-06-27 00:00:00+00,Minneapolis,USA,First Avenue,2001 Summer Mid-West/Canada Tour,2001
-92.334097,38.951696,2001-04-19 00:00:00+00,Columbia,USA,Blue Note,2001 Spring Western USA Tour,2001
-92.334097,38.951696,1993-08-27 00:00:00+00,Columbia,USA,Blue Note,1993 Fall USA/Canda Tour,1993
-92.334097,38.951696,1991-06-03 00:00:00+00,Columbia,USA,Blue Note,1991 Spring USA Tour,1991
-94.578599,39.0997,2001-04-18 00:00:00+00,Kansas City,USA,El Torreon,2001 Spring Western USA Tour,2001
-93.298198,37.215298,1991-06-02 00:00:00+00,Springfield,USA,Chestnut Hall,1991 Spring USA Tour,1991
-90.197897,38.627298,1993-08-25 00:00:00+00,St. Louis,USA,Mississippi Nights,1993 Fall USA/Canda Tour,1993
-90.197897,38.627298,1990-06-13 00:00:00+00,St. Louis,USA,1227 Alley,1990 Spring/Summer USA Tour,1990
-90.197897,38.627298,1989-06-05 00:00:00+00,St. Louis,USA,Bernard's Pub,1989 Spring USA Tour,1989
-90.197897,38.627298,1991-06-04 00:00:00+00,St. Louis,USA,Mississippi Nights,1991 Spring USA Tour,1991
-90.197897,38.627298,1993-08-26 00:00:00+00,St. Louis,USA,Mississippi Nights,1993 Fall USA/Canda Tour,1993
-90.197897,38.627298,1995-10-08 00:00:00+00,St. Louis,USA,Mississippi Nights,1995 Fall USA/Canada Tour,1995
-90.197897,38.627298,1998-11-26 00:00:00+00,St. Louis,USA,Galaxy,1998 Fall Mid-West USA Tour,1998
-2.998398,51.587699,1999-05-11 00:00:00+00,Newport,Wales,TJ's,1999 Spring UK/Ireland Tour,1999
-89.290296,31.327099,1990-03-20 00:00:00+00,Hattiesburg,USA,Univ. of S. MS Bennett Auditorium,1990 Spring Southern USA Tour,1990
-90.184799,32.298801,1993-04-08 00:00:00+00,Jackson,USA,Midnight Sun,1993 Spring USA Tour,1993
-89.519297,34.366498,1996-04-10 00:00:00+00,Oxford,USA,Lafayette&#x27;s,1996 Southern USA Tour,1996
-111.0386,45.679698,1988-05-12 00:00:00+00,Bozeman,USA,Sundance Saloon,1988 Spring USA Tour,1988
-113.993996,46.872198,1990-06-04 00:00:00+00,Missoula,USA,Moose Lodge,1990 Spring/Summer USA Tour,1990
-82.554001,35.600998,2002-03-24 00:00:00+00,Asheville,USA,Asheville Music Zone,2002 Spring Southern USA/Texas Tour,2002
-79.0558,35.913198,1990-03-25 00:00:00+00,Chapel Hill,USA,Cat's Cradle,1990 Spring Southern USA Tour,1990
-79.0558,35.913198,1991-05-03 00:00:00+00,Chapel Hill,USA,Cat's Cradle,1991 Spring USA Tour,1991
-79.0558,35.913198,1987-09-27 00:00:00+00,Chapel Hill,USA,Cat's Cradle,1987 Fall/Winter Regional Dates,1987
-79.0558,35.913198,1993-02-05 00:00:00+00,Chapel Hill,USA,Cat's Cradle,1993 Winter Southern USA Tour,1993
-79.0558,35.913198,1989-05-01 00:00:00+00,Chapel Hill,USA,Cat's Cradle,1989 Spring USA Tour,1989
-79.0558,35.913198,1988-06-05 00:00:00+00,Chapel Hill,USA,Cat's Cradle,1988 Spring USA Tour,1988
-80.843097,35.227099,1991-05-04 00:00:00+00,Charlotte,USA,Milestone,1991 Spring USA Tour,1991
-80.843097,35.227099,1996-03-23 00:00:00+00,Charlotte,USA,Tremont Music Hall,1996 Southern USA Tour,1996
-80.843097,35.227099,1993-02-08 00:00:00+00,Charlotte,USA,Thirteen Thirteen,1993 Winter Southern USA Tour,1993
-80.843097,35.227099,2000-01-13 00:00:00+00,Charlotte,USA,Tremont Music Hall,2000 Winter Southern USA Tour,2000
-79.792,36.072598,1990-03-12 00:00:00+00,Greensboro,USA,"Sternberger Hall, Guilford College",1990 Spring Southern USA Tour,1990
-79.792,36.072598,1991-05-02 00:00:00+00,Greensboro,USA,Miracle House,1991 Spring USA Tour,1991
-78.638597,35.772095,1996-03-22 00:00:00+00,Raleigh,USA,Ritz,1996 Southern USA Tour,1996
-78.638597,35.772095,2002-03-23 00:00:00+00,Raleigh,USA,Ritz,2002 Spring Southern USA/Texas Tour,2002
-78.638597,35.772095,2000-01-12 00:00:00+00,Raleigh,USA,Ritz,2000 Winter Southern USA Tour,2000
-77.944698,34.2257,1993-02-06 00:00:00+00,Wilmington,USA,Jacob's Run,1993 Winter Southern USA Tour,1993
-77.944698,34.2257,1996-03-20 00:00:00+00,Wilmington,USA,Mad Monk,1996 Southern USA Tour,1996
-80.2442,36.099898,1996-03-21 00:00:00+00,Winston-Salem,USA,Ziggy's,1996 Southern USA Tour,1996
-96.789797,46.8772,2001-06-28 00:00:00+00,Fargo,USA,Playmaker's Pavillion,2001 Summer Mid-West/Canada Tour,2001
-96.789797,46.8772,1991-08-13 00:00:00+00,Fargo,USA,Elks Lodge,1991 Summer/Fall USA/Canada Tour,1991
-96.667001,40.799997,1991-09-14 00:00:00+00,Lincoln,USA,University of Nebraska Centennial Hall,1991 Summer/Fall USA/Canada Tour,1991
-96.667001,40.799997,1995-10-18 00:00:00+00,Lincoln,USA,State Fairgrounds Agricultural Hall,1995 Fall USA/Canada Tour,1995
-96.667001,40.799997,2001-04-17 00:00:00+00,Lincoln,USA,Centennial Hall,2001 Spring Western USA Tour,2001
-95.937797,41.258597,1998-11-17 00:00:00+00,Omaha,USA,Sokol Hall,1998 Fall Mid-West USA Tour,1998
-95.937797,41.258597,1990-06-10 00:00:00+00,Omaha,USA,Sokol Hall,1990 Spring/Summer USA Tour,1990
-95.937797,41.258597,1993-05-21 00:00:00+00,Omaha,USA,Peony Park Royal Grove,1993 Spring USA Tour,1993
-95.937797,41.258597,1989-06-03 00:00:00+00,Omaha,USA,Radial Social Hall,1989 Spring USA Tour,1989
-70.9265,43.133996,1997-05-04 00:00:00+00,Durham,USA,University of New Hampshire M.U.B.,1997 East Coast USA Tour,1997
-74.032397,40.743998,1991-03-06 00:00:00+00,Hoboken,USA,Maxwell's,1991 Winter/Spring East Coast USA Tour,1991
-74.032397,40.743998,1998-07-27 00:00:00+00,Hoboken,USA,Maxwell's,1998 Summer Canada/USA Tour,1998
-74.032397,40.743998,1995-04-13 00:00:00+00,Hoboken,USA,Maxwell's,1995 USA East Coast Tour,1995
-74.032397,40.743998,1988-06-30 00:00:00+00,Hoboken,USA,Maxwell's,1988 Summer/Fall Regional Dates,1988
-74.032397,40.743998,1992-04-07 00:00:00+00,Hoboken,USA,Maxwell's,1992 Spring East Coast Tour,1992
-74.032397,40.743998,1989-04-09 00:00:00+00,Hoboken,USA,Maxwell's,1989 Spring USA Tour,1989
-74.032397,40.743998,1989-10-08 00:00:00+00,Hoboken,USA,Maxwell's,1989 Canada/NE Tour,1989
-74.032397,40.743998,1993-08-16 00:00:00+00,Hoboken,USA,Maxwell's,1993 Fall USA/Canda Tour,1993
-74.451799,40.486197,1989-09-25 00:00:00+00,New Brunswick,USA,Rutgers University,1989 Canada/NE Tour,1989
-74.6591,40.348697,1989-04-06 00:00:00+00,Princeton,USA,Princeton University Terrace Food Club,1989 Spring USA Tour,1989
-74.742901,40.217094,1991-03-19 00:00:00+00,Trenton,USA,City Gardens,1991 Winter/Spring East Coast USA Tour,1991
-74.742901,40.217094,1992-04-14 00:00:00+00,Trenton,USA,City Gardens,1992 Spring East Coast Tour,1992
-74.742901,40.217094,1993-08-17 00:00:00+00,Trenton,USA,City Gardens,1993 Fall USA/Canda Tour,1993
-74.742901,40.217094,1993-08-18 00:00:00+00,Trenton,USA,City Gardens,1993 Fall USA/Canda Tour,1993
-106.6511,35.084495,2001-04-08 00:00:00+00,Albuquerque,USA,Sunshine Music Hall,2001 Spring Western USA Tour,2001
-106.6511,35.084495,1991-09-11 00:00:00+00,Albuquerque,USA,Sunshine Music Hall,1991 Summer/Fall USA/Canada Tour,1991
-106.6511,35.084495,1995-11-13 00:00:00+00,Albuquerque,USA,Five Points Hall,1995 Fall USA/Canada Tour,1995
-115.137197,36.174996,1993-04-22 00:00:00+00,Las Vegas,USA,Huntridge Theater,1993 Spring USA Tour,1993
-115.137197,36.174996,1999-03-05 00:00:00+00,Las Vegas,USA,Huntridge Theater,1999 West Coast USA Tour,1999
-119.813797,39.529598,1999-02-23 00:00:00+00,Reno,USA,Del Mar Station,1999 West Coast USA Tour,1999
-73.756199,42.652596,1993-09-20 00:00:00+00,Albany,USA,S.U.N.Y. Albany,1993 Fall USA/Canda Tour,1993
-75.918,42.0987,1993-09-22 00:00:00+00,Binghamton,USA,S.U.N.Y. Binghamton,1993 Fall USA/Canda Tour,1993
-78.878398,42.886498,1991-03-11 00:00:00+00,Buffalo,USA,Buffalo State College,1991 Winter/Spring East Coast USA Tour,1991
-78.878398,42.886498,1993-09-06 00:00:00+00,Buffalo,USA,Blind Mellons,1993 Fall USA/Canda Tour,1993
-73.766609,42.75283,1992-04-09 00:00:00+00,Latham,USA,Saratoga Winners,1992 Spring East Coast Tour,1992
-73.767799,42.753425,1991-03-10 00:00:00+00,Latham,USA,Saratoga Winners,1991 Winter/Spring East Coast USA Tour,1991
-73.373499,40.686794,1995-09-21 00:00:00+00,Lindenhurst,USA,PWAC,1995 Fall USA/Canada Tour,1995
-73.882398,40.666799,1997-05-01 00:00:00+00,New York,USA,Palladium,1997 East Coast USA Tour,1997
-73.882398,40.666799,1999-12-03 00:00:00+00,New York,USA,Roxy,1999 Fall/Winter Southern USA Tour,1999
-73.882398,40.666799,1989-10-09 00:00:00+00,New York,USA,Barnard College Cafeteria,1989 Canada/NE Tour,1989
-73.882398,40.666799,1993-09-25 00:00:00+00,New York,USA,Roseland Ballroom,1993 Fall USA/Canda Tour,1993
-73.882398,40.666799,1997-05-02 00:00:00+00,New York,USA,NYU Loeb Center,1997 East Coast USA Tour,1997
-73.882398,40.666799,1992-04-08 00:00:00+00,New York,USA,Ritz,1992 Spring East Coast Tour,1992
-73.882398,40.666799,1993-09-24 00:00:00+00,New York,USA,Roseland Ballroom,1993 Fall USA/Canda Tour,1993
-73.882398,40.666799,1988-03-25 00:00:00+00,New York,USA,Columbia University,1988 Winter/Spring Regional Dates,1988
-73.882398,40.666799,1991-03-05 00:00:00+00,New York,USA,Marquee,1991 Winter/Spring East Coast USA Tour,1991
-73.882398,40.666799,1995-04-05 00:00:00+00,New York,USA,Irving Plaza,1995 USA East Coast Tour,1995
-73.882398,40.666799,1995-04-04 00:00:00+00,New York,USA,Irving Plaza,1995 USA East Coast Tour,1995
-73.882398,40.666799,1995-04-03 00:00:00+00,New York,USA,Irving Plaza,1995 USA East Coast Tour,1995
-73.882398,40.666799,1991-04-20 00:00:00+00,New York,USA,Columbia University,1991 Spring Regional Dates,1991
-73.882398,40.666799,1989-04-05 00:00:00+00,New York,USA,NYU Student Union,1989 Spring USA Tour,1989
-73.882398,40.666799,1991-03-04 00:00:00+00,New York,USA,Marquee,1991 Winter/Spring East Coast USA Tour,1991
-73.921,41.700401,1990-04-13 00:00:00+00,Poughkeepsie,USA,Vassar College,1990 Spring NE USA Tour,1990
-73.921,41.700401,1995-04-06 00:00:00+00,Poughkeepsie,USA,Vassar College Walker Fieldhouse,1995 USA East Coast Tour,1995
-73.921,41.700401,1998-07-16 00:00:00+00,Poughkeepsie,USA,Chance,1998 Summer Canada/USA Tour,1998
-77.615598,43.154799,1989-10-02 00:00:00+00,Rochester,USA,Backstreets,1989 Canada/NE Tour,1989
-77.615598,43.154799,1995-09-28 00:00:00+00,Rochester,USA,Harro East Ballroom,1995 Fall USA/Canada Tour,1995
-77.615598,43.154799,1998-07-18 00:00:00+00,Rochester,USA,Harro East Ballroom,1998 Summer Canada/USA Tour,1998
-73.939598,42.814201,1989-09-26 00:00:00+00,Schenectady,USA,Eagles Lodge,1989 Canada/NE Tour,1989
-76.147398,43.048099,1991-03-12 00:00:00+00,Syracuse,USA,Syracuse University,1991 Winter/Spring East Coast USA Tour,1991
-76.147398,43.048099,1998-07-17 00:00:00+00,Syracuse,USA,Lost Horizon,1998 Summer Canada/USA Tour,1998
-76.147398,43.048099,1993-09-21 00:00:00+00,Syracuse,USA,Lost Horizon,1993 Fall USA/Canda Tour,1993
-81.519,41.081401,1990-06-28 00:00:00+00,Akron,USA,Jackie Lee's Scooterz Entertainment Center,1990 Spring/Summer USA Tour,1990
-84.456897,39.161995,1995-10-05 00:00:00+00,Cincinnati,USA,Bogart's,1995 Fall USA/Canada Tour,1995
-84.456897,39.161995,1991-06-10 00:00:00+00,Cincinnati,USA,Bogart's,1991 Spring USA Tour,1991
-84.456897,39.161995,1993-08-22 00:00:00+00,Cincinnati,USA,Bogart's,1993 Fall USA/Canda Tour,1993
-84.456897,39.161995,1998-05-06 00:00:00+00,Cincinnati,USA,Bogart's,1998 Spring USA Tour,1998
-81.695397,41.499499,1995-10-02 00:00:00+00,Cleveland,USA,Agora Theater,1995 Fall USA/Canada Tour,1995
-81.695397,41.499499,1998-05-05 00:00:00+00,Cleveland,USA,Agora Theater,1998 Spring USA Tour,1998
-81.695397,41.499499,1991-06-13 00:00:00+00,Cleveland,USA,Flash's,1991 Spring USA Tour,1991
-81.695397,41.499499,1989-06-15 00:00:00+00,Cleveland,USA,Phantasy Nightclub,1989 Spring USA Tour,1989
-81.695397,41.499499,1993-09-05 00:00:00+00,Cleveland,USA,Nautica Stage,1993 Fall USA/Canda Tour,1993
-82.998798,39.961198,1993-05-31 00:00:00+00,Columbus,USA,Newport,1993 Spring USA Tour,1993
-82.998798,39.961198,1995-10-03 00:00:00+00,Columbus,USA,Newport,1995 Fall USA/Canada Tour,1995
-82.998798,39.961198,1998-05-03 00:00:00+00,Columbus,USA,Newport,1998 Spring USA Tour,1998
-82.998798,39.961198,1991-06-12 00:00:00+00,Columbus,USA,Newport,1991 Spring USA Tour,1991
-84.191599,39.758996,1995-10-04 00:00:00+00,Dayton,USA,1470 West,1995 Fall USA/Canada Tour,1995
-84.191599,39.758996,1990-06-27 00:00:00+00,Dayton,USA,Electrician's Hall,1990 Spring/Summer USA Tour,1990
-84.191599,39.758996,1991-06-11 00:00:00+00,Dayton,USA,Electrician's Hall,1991 Spring USA Tour,1991
-84.191599,39.758996,1993-08-21 00:00:00+00,Dayton,USA,Dayton Fest / Brookwood Island,1993 Fall USA/Canda Tour,1993
-81.357897,41.153698,1998-05-04 00:00:00+00,Kent,USA,Kent State University,1998 Spring USA Tour,1998
-82.2174,41.293896,1988-05-05 00:00:00+00,Oberlin,USA,Oberlin University Student Union Tavern,1988 Spring USA Tour,1988
-83.555198,41.663896,1990-06-25 00:00:00+00,Toledo,USA,Masonic Auditorium,1990 Spring/Summer USA Tour,1990
-83.555198,41.663896,1989-06-14 00:00:00+00,Toledo,USA,Tam O'Shanter Ice Rink,1989 Spring USA Tour,1989
